"","Year","hdi","me_normalized","Name"
"320",1994,0.349,19.51417706,24
"321",1994,0.407,21.72345278,25
"322",1994,0.688,17.24013335,26
"323",1994,0.752,19.48883383,27
"324",1994,0.831,21.26233471,28
"325",1994,0.571,17.06604179,30
"326",1994,0.571,18.81738542,31
"327",1994,0.72,24.51633665,33
"328",1994,0.825,17.44843457,35
"329",1994,0.622,22.00065031,36
"330",1994,0.301,20.44504815,39
"331",1994,0.582,22.90712947,41
"332",1994,0.415,21.52962186,42
"333",1994,0.534,21.25575796,43
"334",1994,0.829,20.26708523,44
"335",1994,0.453,22.89578395,45
"336",1994,0.55,23.61710154,46
"337",1994,0.616,17.34827711,47
"338",1994,0.548,24.53625481,48
"339",1994,0.798,19.82644196,49
"340",1994,0.802,18.58051367,50
"341",1994,0.486,18.65179256,52
"342",1994,0.356,17.19949956,56
"343",1994,0.64,21.75358747,59
"344",1994,0.484,22.68861073,61
"345",1994,0.241,20.70258528,62
"346",1994,0.376,17.3822646,63
"347",1994,0.414,19.58287638,64
"348",1994,0.521,21.14203606,65
"349",1994,0.883,18.2374293,66
"350",1994,0.421,20.82867191,68
"351",1994,0.699,21.53505043,70
"352",1994,0.417,21.49966659,71
"353",1994,0.636,20.65785891,73
"354",1994,0.739,17.51707362,74
"355",1994,0.688,23.38210712,75
"356",1994,0.703,18.00738614,76
"357",1994,0.618,16.29097243,77
"358",1994,0.718,21.75187184,78
"359",1994,0.284,23.3273816,80
"360",1994,0.783,19.8955179,81
"361",1994,0.65,19.23678424,82
"362",1994,0.798,22.08405658,83
"363",1994,0.65,21.2157033,84
"364",1994,0.855,22.00728747,86
"365",1994,0.607,19.5094745,87
"366",1994,0.603,24.26403744,89
"367",1994,0.322,19.92574278,91
"368",1994,0.88,19.88241882,92
"369",1994,0.711,21.5790714,93
"370",1995,0.408,20.93405757,1
"371",1995,0.637,22.05878006,2
"372",1995,0.627,19.52987514,5
"373",1995,0.888,20.2453835,6
"374",1995,0.778,15.90153973,8
"375",1995,0.66,18.762573,10
"376",1995,0.624,18.92673889,11
"377",1995,0.391,23.38484755,12
"378",1995,0.589,19.55577637,14
"379",1995,0.576,17.55577039,15
"380",1995,0.79,18.62851696,16
"381",1995,0.71,18.54797866,17
"382",1995,0.391,21.32648687,19
"383",1995,0.432,23.25745694,20
"384",1995,0.862,21.68618752,21
"385",1995,0.471,19.51539674,24
"386",1995,0.697,21.86044675,25
"387",1995,0.409,17.20356211,26
"388",1995,0.788,19.97882536,27
"389",1995,0.761,21.39051914,28
"390",1995,0.837,18.53075681,29
"391",1995,0.666,17.17483052,30
"392",1995,0.578,18.62329621,31
"393",1995,0.523,14.87557317,34
"394",1995,0.823,17.70843886,35
"395",1995,0.832,22.15355633,36
"396",1995,0.776,14.72331385,37
"397",1995,0.511,20.23254478,39
"398",1995,0.588,21.63102167,42
"399",1995,0.423,21.64017405,43
"400",1995,0.746,20.36950052,44
"401",1995,0.831,22.9178974,45
"402",1995,0.461,23.56735238,46
"403",1995,0.56,17.37936037,47
"404",1995,0.627,24.63452201,48
"405",1995,0.539,19.51875461,49
"406",1995,0.832,18.82010389,50
"407",1995,0.468,20.43059006,51
"408",1995,0.483,17.11764842,53
"409",1995,0.754,21.61694213,54
"410",1995,0.821,17.25415978,55
"411",1995,0.682,21.26146808,57
"412",1995,0.677,17.32601331,58
"413",1995,0.554,17.49853753,60
"414",1995,0.487,20.85990615,62
"415",1995,0.248,17.3742771,63
"416",1995,0.582,20.27605116,64
"417",1995,0.859,21.13792135,65
"418",1995,0.881,19.14787378,67
"419",1995,0.426,21.25413082,69
"420",1995,0.704,21.70538984,71
"421",1995,0.625,20.70626264,73
"422",1995,0.609,17.8488541,74
"423",1995,0.782,23.30350287,75
"424",1995,0.694,18.20892066,76
"425",1995,0.231,16.26581206,77
"426",1995,0.469,22.02421952,78
"427",1995,0.699,21.91489676,79
"428",1995,0.752,20.45363841,81
"429",1995,0.79,18.74823062,82
"430",1995,0.807,20.68025376,84
"431",1995,0.366,18.26418664,85
"432",1995,0.367,19.65295659,87
"433",1995,0.614,22.61128137,88
"434",1995,0.605,24.25688886,89
"435",1995,0.611,26.35447762,90
"436",1995,0.883,20.50746077,93
"437",1995,0.712,17.82766006,94
"438",1996,0.537,21.09650455,1
"439",1996,0.335,21.94088671,2
"440",1996,0.602,22.82773853,3
"441",1996,0.748,19.58946724,5
"442",1996,0.634,20.2753506,6
"443",1996,0.605,22.1682691,7
"444",1996,0.751,18.80569153,10
"445",1996,0.864,18.76114596,11
"446",1996,0.624,23.36754,12
"447",1996,0.394,19.60961954,13
"448",1996,0.658,18.54787369,16
"449",1996,0.793,18.57713993,17
"450",1996,0.718,22.87687337,18
"451",1996,0.396,23.40176641,20
"452",1996,0.431,22.18618607,21
"453",1996,0.735,18.44693448,23
"454",1996,0.351,21.85021448,25
"455",1996,0.701,17.01529361,26
"456",1996,0.669,19.85338148,27
"457",1996,0.791,21.47267188,28
"458",1996,0.776,18.52351415,29
"459",1996,0.636,17.09214806,30
"460",1996,0.668,18.65539496,31
"461",1996,0.588,21.4272526,32
"462",1996,0.74,15.18407523,34
"463",1996,0.688,17.60915113,35
"464",1996,0.83,22.25218057,36
"465",1996,0.31,23.01627248,41
"466",1996,0.598,21.99049142,43
"467",1996,0.545,20.43689923,44
"468",1996,0.75,22.98523281,45
"469",1996,0.836,23.75788842,46
"470",1996,0.468,17.54819788,47
"471",1996,0.573,24.50852546,48
"472",1996,0.634,19.84976976,49
"473",1996,0.811,18.95603204,50
"474",1996,0.666,20.41623921,51
"475",1996,0.687,18.76777792,52
"476",1996,0.719,17.32095308,55
"477",1996,0.83,17.45013208,56
"478",1996,0.376,21.4478948,57
"479",1996,0.656,17.4000787,58
"480",1996,0.683,22.26558935,59
"481",1996,0.634,17.49300105,60
"482",1996,0.56,22.78110123,61
"483",1996,0.498,17.26655788,63
"484",1996,0.387,20.36860726,64
"485",1996,0.872,21.08595646,65
"486",1996,0.887,21.05721295,68
"487",1996,0.431,21.84930417,70
"488",1996,0.433,20.58910709,73
"489",1996,0.651,18.11495449,74
"490",1996,0.774,23.31102987,75
"491",1996,0.794,18.19471924,76
"492",1996,0.703,16.17100133,77
"493",1996,0.633,22.13431093,78
"494",1996,0.379,21.67561349,79
"495",1996,0.703,23.5210754,80
"496",1996,0.783,20.45813502,81
"497",1996,0.756,18.48208433,82
"498",1996,0.793,22.16769889,83
"499",1996,0.659,18.43101209,85
"500",1996,0.374,22.09395082,86
"501",1996,0.535,19.80062878,87
"502",1996,0.369,22.73977967,88
"503",1996,0.687,24.26396279,89
"504",1996,0.614,26.32538466,90
"505",1996,0.62,20.17101389,91
"506",1996,0.851,19.84621657,93
"507",1996,0.884,17.4487693,94
"508",1996,0.718,19.49106501,95
"509",1997,0.668,21.28424942,1
"510",1997,0.453,21.92943732,2
"511",1997,0.645,22.79478671,3
"512",1997,0.611,21.4955949,4
"513",1997,0.757,20.34041576,6
"514",1997,0.832,22.02729085,7
"515",1997,0.61,16.05568819,8
"516",1997,0.452,19.00958038,10
"517",1997,0.67,18.89385232,11
